review,sentiment_label,sentiment_score,identified_theme
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,negative,0.9973511695861816,"app, good, good app, nice, cbe"
cool ❤,positive,0.9997991919517517,"app, good, good app, nice, cbe"
Best app,positive,0.999686598777771,"app, good, good app, nice, cbe"
great app,positive,0.999821126461029,"app, good, good app, nice, cbe"
best banking App,positive,0.999736487865448,"app, good, good app, nice, cbe"
satisfied,positive,0.9997212290763855,"app, good, good app, nice, cbe"
this app is very necessary app many people found it,positive,0.9980692267417908,"app, good, good app, nice, cbe"
cbe very active Bank I'm using CBE app very very satisfaction,positive,0.989459753036499,"app, good, good app, nice, cbe"
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,positive,0.9997400641441345,"app, good, good app, nice, cbe"
excellent,positive,0.9998434782028198,"excellent, excellent app, excellent service, app, service"
perfect,positive,0.9998517036437988,"app, good, good app, nice, cbe"
thankyou,positive,0.9998428821563721,"app, good, good app, nice, cbe"
I Like it,positive,0.9998593330383301,"like, like app, app, add, የምንፈልገዉ ነገር"
ok,positive,0.9997851252555847,"app, good, good app, nice, cbe"
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",negative,0.9986600875854492,"app, good, good app, nice, cbe"
smart app,positive,0.999789297580719,"app, good, good app, nice, cbe"
isin ga'a,positive,0.7607281804084778,"app, good, good app, nice, cbe"
easy to use,positive,0.9988542795181274,"app, good, good app, nice, cbe"
it's great,positive,0.9998691082000732,"app, good, good app, nice, cbe"
very good app and stars faction with work,positive,0.9998588562011719,"app, good, good app, nice, cbe"
It is excelent,positive,0.9998881816864014,"app, good, good app, nice, cbe"
Smart,positive,0.9998456239700317,"app, good, good app, nice, cbe"
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,negative,0.9570208191871643,"app, good, good app, nice, cbe"
very interesting app,positive,0.9997968077659607,"app, good, good app, nice, cbe"
i like it,positive,0.9998593330383301,"like, like app, app, add, የምንፈልገዉ ነገር"
wow.......cbe.....keep it up.....!!!!!!,positive,0.9985969662666321,"app, good, good app, nice, cbe"
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,negative,0.9510265588760376,"app, good, good app, nice, cbe"
Excellent🙏app,negative,0.6970565915107727,"excellent, excellent app, excellent service, app, service"
the most useful,positive,0.9997223019599915,"app, good, good app, nice, cbe"
I am more satisfied in this app . More sure you have to secure.,positive,0.9787841439247131,"app, good, good app, nice, cbe"
Easy to use,positive,0.9988542795181274,"app, good, good app, nice, cbe"
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",negative,0.9585953950881958,"app, good, good app, nice, cbe"
Excellent !!!,positive,0.9998651742935181,"excellent, excellent app, excellent service, app, service"
always we relay on,positive,0.9971832633018494,"app, good, good app, nice, cbe"
I'm lucky to have this🙏 thank you CBE.,positive,0.9997507929801941,"app, good, good app, nice, cbe"
it's need more improvement like Tellbirr.,negative,0.999363124370575,"app, good, good app, nice, cbe"
goode app,positive,0.9997406601905823,"app, good, good app, nice, cbe"
a very nice app.👍👍👍,positive,0.9998323917388916,"app, good, good app, nice, cbe"
safe easy & fast,positive,0.9997115731239319,"app, good, good app, nice, cbe"
perfect,positive,0.9998517036437988,"app, good, good app, nice, cbe"
it's good app,positive,0.9998689889907837,"app, good, good app, nice, cbe"
nice,positive,0.9998552799224854,"app, good, good app, nice, cbe"
good app,positive,0.9998493194580078,"app, good, good app, nice, cbe"
It is veary useful app but screen shout was impossible .solve this problem,negative,0.9958590865135193,"app, good, good app, nice, cbe"
ጥሩ ነው,negative,0.7850590348243713,"app, good, good app, nice, cbe"
እጅግ በጣም ጥሩ አፕ,negative,0.8616330027580261,"app, good, good app, nice, cbe"
good,positive,0.9998161196708679,"good, add, የምንፈልገዉ ነገር, abinet kutafo, ይደርሳል"
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,negative,0.9528433680534363,"app, good, good app, nice, cbe"
suitable app,positive,0.9997665286064148,"app, good, good app, nice, cbe"
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,negative,0.9995038509368896,"app, good, good app, nice, cbe"
Good,positive,0.9998161196708679,"good, add, የምንፈልገዉ ነገር, abinet kutafo, ይደርሳል"
nice app,positive,0.9998061060905457,"app, good, good app, nice, cbe"
best transaction method of financial,positive,0.9995972514152527,"app, good, good app, nice, cbe"
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,positive,0.9995881915092468,"app, good, good app, nice, cbe"
It literarily don't work at all,negative,0.9995075464248657,"app, good, good app, nice, cbe"
good give us plus,positive,0.9998716115951538,"app, good, good app, nice, cbe"
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",positive,0.9895473718643188,"app, good, good app, nice, cbe"
before update it was able to screenshot while after update I can't able to screenshot the transfere details,negative,0.9852171540260315,"app, good, good app, nice, cbe"
Tnc Cbe,positive,0.9070308804512024,"app, good, good app, nice, cbe"
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,negative,0.9151973128318787,"app, good, good app, nice, cbe"
great apps,positive,0.9998534917831421,"app, good, good app, nice, cbe"
Excellent,positive,0.9998434782028198,"excellent, excellent app, excellent service, app, service"
Great app!,positive,0.9998462200164795,"app, good, good app, nice, cbe"
nice,positive,0.9998552799224854,"app, good, good app, nice, cbe"
CBE,positive,0.9966009855270386,"app, good, good app, nice, cbe"
very good 👍 👏,positive,0.9998593330383301,"good, add, የምንፈልገዉ ነገር, abinet kutafo, ይደርሳል"
great when it works,positive,0.9998693466186523,"app, good, good app, nice, cbe"
"the app is very good, but why screenshots is impossible?",negative,0.981265127658844,"app, good, good app, nice, cbe"
excellent match application,positive,0.9998453855514526,"app, good, good app, nice, cbe"
very good,positive,0.9998520612716675,"good, add, የምንፈልገዉ ነገር, abinet kutafo, ይደርሳል"
best app,positive,0.999686598777771,"app, good, good app, nice, cbe"
The Best app😍😍😍,positive,0.9998503923416138,"app, good, good app, nice, cbe"
excellent app,positive,0.9998356103897095,"excellent, excellent app, excellent service, app, service"
easy to use and user friendly,positive,0.9979179501533508,"app, good, good app, nice, cbe"
good,positive,0.9998161196708679,"good, add, የምንፈልገዉ ነገር, abinet kutafo, ይደርሳል"
very nice,positive,0.9998563528060913,"app, good, good app, nice, cbe"
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,negative,0.9200406670570374,"app, good, good app, nice, cbe"
well software,positive,0.999262273311615,"app, good, good app, nice, cbe"
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,negative,0.8832131028175354,"app, good, good app, nice, cbe"
CBE very good apps,positive,0.9998394250869751,"app, good, good app, nice, cbe"
"This application fast, secure and more convenient. Thanks CBE",positive,0.9992094039916992,"app, good, good app, nice, cbe"
excellent service,positive,0.9998576641082764,"excellent, excellent app, excellent service, app, service"
it's best,positive,0.999842643737793,"good, add, የምንፈልገዉ ነገር, abinet kutafo, ይደርሳል"
Why didn't you display cash transactions and bank statement in the mobile banking app?,negative,0.9976195693016052,"app, good, good app, nice, cbe"
Amazing app,positive,0.9998670816421509,"app, good, good app, nice, cbe"
our legitimate bank,positive,0.9954161643981934,"app, good, good app, nice, cbe"
Ever and never seen this kind of app I proud my CBE,positive,0.9952196478843689,"app, good, good app, nice, cbe"
very good and safe for me!,positive,0.9998769760131836,"app, good, good app, nice, cbe"
it is best bank,positive,0.9997767806053162,"app, good, good app, nice, cbe"
"very good, but sometimes....",positive,0.9997310042381287,"good, add, የምንፈልገዉ ነገር, abinet kutafo, ይደርሳል"
it's not working,negative,0.9997857213020325,"app, work, app work, wor, wor app"
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",negative,0.9994151592254639,"app, work, app work, wor, wor app"
exceptional,positive,0.9998514652252197,"well, boa, bad, bank, great"
BoA Mobile good bank,positive,0.9984728693962097,"well, boa, bad, bank, great"
this is worest app 24/7 loading,negative,0.9934743046760559,"app, work, app work, wor, wor app"
This App is not interest for Android phone Please update it .,negative,0.9971383810043335,"app, work, app work, wor, wor app"
BoA system is confartable,negative,0.9980142116546631,"well, boa, bad, bank, great"
very nice Abyssinia bank is choice all,positive,0.9995830655097961,"well, boa, bad, bank, great"
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",negative,0.9998049139976501,"app, work, app work, wor, wor app"
Good service.,positive,0.9998533725738525,"well, boa, bad, bank, great"
the app crush frequently,negative,0.998525083065033,"app, work, app work, wor, wor app"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
You guys keeps getting worst,negative,0.9997075200080872,"well, boa, bad, bank, great"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",negative,0.9990266561508179,"app, work, app work, wor, wor app"
BoA,negative,0.7410542368888855,"well, boa, bad, bank, great"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
but not opening on android,negative,0.9952228665351868,"well, boa, bad, bank, great"
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,negative,0.9997984766960144,"app, work, app work, wor, wor app"
amazing,positive,0.999875545501709,"well, boa, bad, bank, great"
excellent app,positive,0.9998356103897095,"app, work, app work, wor, wor app"
excellent,positive,0.9998434782028198,"well, boa, bad, bank, great"
ሞላዬ ከበደ,negative,0.7850590348243713,"well, boa, bad, bank, great"
"this app does no work on Samsung a51, it just gives a preview of the logo",negative,0.9992283582687378,"app, work, app work, wor, wor app"
nice,positive,0.9998552799224854,"nice, easy use, easy, use, app"
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",negative,0.9994921684265137,"well, boa, bad, bank, great"
Best app,positive,0.999686598777771,"good, good app, app, good good, access account"
liking this application good 👍,positive,0.9996829032897949,"well, boa, bad, bank, great"
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",negative,0.9989790916442871,"app, work, app work, wor, wor app"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
wow,positive,0.999592125415802,"wow, amazing, access account, ይከፍታል, aadan axme"
it's really good 👍,positive,0.9998701810836792,"good, good app, app, good good, access account"
Bad app . it stuck when you open and noting WORKS.,negative,0.9995198249816895,"app, work, app work, wor, wor app"
"the app isn't working after it asked me the password it starts loading, but it doesn't open",negative,0.9997255206108093,"app, work, app work, wor, wor app"
Best,positive,0.9997941851615906,"well, boa, bad, bank, great"
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,negative,0.9996699094772339,"app, work, app work, wor, wor app"
yideg,negative,0.7675821781158447,"well, boa, bad, bank, great"
አይከፍትም እኮ,negative,0.7850590348243713,"well, boa, bad, bank, great"
great boa,positive,0.9992689490318298,"well, boa, bad, bank, great"
Best,positive,0.9997941851615906,"well, boa, bad, bank, great"
boa of mobile backing,negative,0.980626106262207,"well, boa, bad, bank, great"
nice,positive,0.9998552799224854,"nice, easy use, easy, use, app"
faster bank of Abissinya,positive,0.9722142815589905,"well, boa, bad, bank, great"
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,negative,0.9996716976165771,"well, boa, bad, bank, great"
it just doesn't work...so frustrating,negative,0.999774158000946,"app, work, app work, wor, wor app"
like,positive,0.9910564422607422,"well, boa, bad, bank, great"
it's not work correctly... you must have update it,negative,0.9998013377189636,"app, work, app work, wor, wor app"
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",positive,0.9575353264808655,"well, boa, bad, bank, great"
after i typed in my password it says successfully logged out ...and goes back to the first page,negative,0.5856854915618896,"well, boa, bad, bank, great"
good but they don't update enough don't add new things,negative,0.9693678617477417,"well, boa, bad, bank, great"
very good,positive,0.9998520612716675,"good, good app, app, good good, access account"
thank you,positive,0.9998352527618408,"well, boa, bad, bank, great"
it doesn't work period z slowest mobile banking ever i would rather use *815#,negative,0.9990907907485962,"app, work, app work, wor, wor app"
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",negative,0.9973751306533813,"well, boa, bad, bank, great"
good application,positive,0.999854564666748,"well, boa, bad, bank, great"
this version is not working for me I cannot even buy card. I cannot send money,negative,0.9995684027671814,"app, work, app work, wor, wor app"
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",negative,0.9996182918548584,"well, boa, bad, bank, great"
always problematic hardly works,negative,0.9995555281639099,"app, work, app work, wor, wor app"
considering the fact the bank is huge this app really bad you could do better,negative,0.9997418522834778,"well, boa, bad, bank, great"
best app,positive,0.999686598777771,"good, good app, app, good good, access account"
very good,positive,0.9998520612716675,"good, good app, app, good good, access account"
"worst app and Bank ever u be ashamed, scammer",negative,0.9998050332069397,"well, boa, bad, bank, great"
great BoA,positive,0.9992689490318298,"well, boa, bad, bank, great"
best,positive,0.9997941851615906,"well, boa, bad, bank, great"
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,negative,0.9988333582878113,"well, boa, bad, bank, great"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
there is no speed,negative,0.9994422793388367,"well, boa, bad, bank, great"
"For anyone who wants to download it, just don't!!!",negative,0.9993981122970581,"well, boa, bad, bank, great"
wonderful,positive,0.9998772144317627,"well, boa, bad, bank, great"
all worck,negative,0.9971314668655396,"well, boa, bad, bank, great"
Best app,positive,0.999686598777771,"good, good app, app, good good, access account"
Loved it,positive,0.9998797178268433,"well, boa, bad, bank, great"
Wow,positive,0.999592125415802,"wow, amazing, access account, ይከፍታል, aadan axme"
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",negative,0.9985970854759216,"app, work, app work, wor, wor app"
Improved to be the best,positive,0.9998570680618286,"well, boa, bad, bank, great"
BoA,negative,0.7410542368888855,"well, boa, bad, bank, great"
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",negative,0.9974843263626099,"well, boa, bad, bank, great"
BoA Greqt Ethiopian bank.,negative,0.8457716703414917,"well, boa, bad, bank, great"
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",negative,0.9994600415229797,"app, work, app work, wor, wor app"
Almost better compared to cbe where it is not qualified for,negative,0.9741679430007935,"well, boa, bad, bank, great"
what awesome apps. it is very simple to use and more much important apps.,positive,0.9998214840888977,"app, work, app work, wor, wor app"
Wonderfull app,positive,0.9998815059661865,"app, work, app work, wor, wor app"
i can't use this app why?,negative,0.9993101358413696,"app, work, app work, wor, wor app"
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,negative,0.9997013211250305,"well, boa, bad, bank, great"
Wow,positive,0.999592125415802,"wow, amazing, access account, ይከፍታል, aadan axme"
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,negative,0.9998133778572083,"well, boa, bad, bank, great"
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,negative,0.9959415793418884,"well, boa, bad, bank, great"
Good app,positive,0.9998493194580078,"good, good app, app, good good, access account"
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",negative,0.9916398525238037,"app, work, app work, wor, wor app"
It has good features but sometimes it doesn't work...0,negative,0.9956711530685425,"app, work, app work, wor, wor app"
Very poor proformance,negative,0.9998043179512024,"well, boa, bad, bank, great"
It's not opening. Really frustrating,negative,0.9997020363807678,"well, boa, bad, bank, great"
Verry Amazing App from all IB,positive,0.9997394680976868,"app, work, app work, wor, wor app"
Not working on this days,negative,0.9972773194313049,"app, work, app work, wor, wor app"
Thank you BoA,positive,0.9998399019241333,"well, boa, bad, bank, great"
best banking app in the wworld,positive,0.999572217464447,"app, work, app work, wor, wor app"
Nice app and it's easy to use,positive,0.999751627445221,"nice, easy use, easy, use, app"
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",negative,0.9992678761482239,"well, boa, bad, bank, great"
This is help full i like ittttt,positive,0.9977995753288269,"well, boa, bad, bank, great"
The is not functional at all?,negative,0.9997331500053406,"well, boa, bad, bank, great"
Best bank,positive,0.9997438788414001,"well, boa, bad, bank, great"
Make it easy and convienient to use and perfect for all to high prefrence and choice.,positive,0.9997236132621765,"well, boa, bad, bank, great"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,negative,0.6970565915107727,"well, boa, bad, bank, great"
I have been using this app for two years.It is amazing.,positive,0.9998595714569092,"app, work, app work, wor, wor app"
Good 👍,positive,0.9998576641082764,"good, good app, app, good good, access account"
Sad experience,negative,0.9990687966346741,"well, boa, bad, bank, great"
Always do update and that is annoying,negative,0.9994439482688904,"well, boa, bad, bank, great"
"Best app, somehow waiting a few minutes",negative,0.6387038230895996,"app, work, app work, wor, wor app"
I can't dijitalize my atm in the apollo app on my phone,negative,0.9946038126945496,"app, work, app work, wor, wor app"
Whenever I try to sign in app close please fixed it out,negative,0.9976609945297241,"app, work, app work, wor, wor app"
Beter,positive,0.6771944165229797,"well, boa, bad, bank, great"
Boa,negative,0.7410542368888855,"well, boa, bad, bank, great"
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,negative,0.9979276657104492,"app, work, app work, wor, wor app"
Aadan Axmed Barkhadle,positive,0.6127519011497498,"well, boa, bad, bank, great"
😡😡😡🤬🤬🤬,negative,0.6970565915107727,"well, boa, bad, bank, great"
Horrible customer service and app crashes Horrible!!,negative,0.9997913241386414,"well, boa, bad, bank, great"
I love it,positive,0.9998799562454224,"well, boa, bad, bank, great"
Best,positive,0.9997941851615906,"well, boa, bad, bank, great"
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,negative,0.9985793828964233,"well, boa, bad, bank, great"
Good🙏,negative,0.6970565915107727,"good, good app, app, good good, access account"
Like to much,positive,0.9997984766960144,"well, boa, bad, bank, great"
Thank you,positive,0.9998352527618408,"well, boa, bad, bank, great"
Perfect,positive,0.9998517036437988,"well, boa, bad, bank, great"
The best of best,positive,0.9998393058776855,"good, good app, app, good good, access account"
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,negative,0.9016599655151367,"app, work, app work, wor, wor app"
Boa,negative,0.7410542368888855,"well, boa, bad, bank, great"
Great 👍,positive,0.9997692704200745,"well, boa, bad, bank, great"
Fast and suitable for the customers.,positive,0.9997920393943787,"well, boa, bad, bank, great"
Good 👍,positive,0.9998576641082764,"good, good app, app, good good, access account"
Good app and helpful,positive,0.9998565912246704,"app, work, app work, wor, wor app"
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",negative,0.9978498220443726,"app, work, app work, wor, wor app"
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,negative,0.9992759823799133,"well, boa, bad, bank, great"
It doesn't work at all.,negative,0.9997771382331848,"app, work, app work, wor, wor app"
this app is not available,negative,0.9997593760490417,"app, work, app work, wor, wor app"
Best,positive,0.9997941851615906,"well, boa, bad, bank, great"
Wow what amazing,positive,0.9998555183410645,"wow, amazing, access account, ይከፍታል, aadan axme"
love it,positive,0.9998753070831299,"well, boa, bad, bank, great"
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,negative,0.9733067750930786,"well, boa, bad, bank, great"
Lemn embi yilal??,negative,0.9906971454620361,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
It's useless app downgraded.,negative,0.9998070597648621,"app, work, app work, wor, wor app"
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,negative,0.7652340531349182,"well, boa, bad, bank, great"
Nice,positive,0.9998552799224854,"nice, easy use, easy, use, app"
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,negative,0.9997933506965637,"app, work, app work, wor, wor app"
አይሰራም ሼም ነው፤,negative,0.8616330027580261,"well, boa, bad, bank, great"
Not that much bad,positive,0.9988158941268921,"well, boa, bad, bank, great"
Fine,positive,0.9998335838317871,"well, boa, bad, bank, great"
The dirtiest application ever seen...,negative,0.995487630367279,"well, boa, bad, bank, great"
Nic ap,positive,0.9873360991477966,"well, boa, bad, bank, great"
The forest app ever,positive,0.9840954542160034,"app, work, app work, wor, wor app"
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",negative,0.9967040419578552,"well, boa, bad, bank, great"
Bank of abissena,positive,0.9480117559432983,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
"Easy and sooo simple to use it, also its easy to stole someones money using the app",negative,0.9888866543769836,"well, boa, bad, bank, great"
GOOD,positive,0.9998161196708679,"good, good app, app, good good, access account"
The worst banking app ever. Never works!,negative,0.9998007416725159,"app, work, app work, wor, wor app"
Poorly functioning app,negative,0.999775230884552,"app, work, app work, wor, wor app"
Very nice,positive,0.9998563528060913,"nice, easy use, easy, use, app"
Your system is the worst you should do better😡😡😡😡😡😡,negative,0.9998007416725159,"well, boa, bad, bank, great"
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,negative,0.9997615218162537,"app, work, app work, wor, wor app"
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",positive,0.9543285369873047,"app, work, app work, wor, wor app"
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",negative,0.9997000694274902,"app, work, app work, wor, wor app"
Nice,positive,0.9998552799224854,"nice, easy use, easy, use, app"
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,negative,0.9941067695617676,"well, boa, bad, bank, great"
It doesn't work on my 2 devices A05 and A34 😡,negative,0.9996792078018188,"app, work, app work, wor, wor app"
It's better to say I don't use boa rather than pulling your phone out and opening this app,negative,0.9981752634048462,"app, work, app work, wor, wor app"
My attention is very important because it will be the most difficult time for me,positive,0.9926175475120544,"well, boa, bad, bank, great"
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",negative,0.9998001456260681,"well, boa, bad, bank, great"
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,positive,0.806429922580719,"app, work, app work, wor, wor app"
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,negative,0.9997996687889099,"app, work, app work, wor, wor app"
exellent digital transaction of money,negative,0.9944479465484619,"well, boa, bad, bank, great"
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,negative,0.9997497200965881,"app, work, app work, wor, wor app"
Best,positive,0.9997941851615906,"well, boa, bad, bank, great"
Great,positive,0.9998630285263062,"well, boa, bad, bank, great"
👏👏👏,negative,0.6970565915107727,"well, boa, bad, bank, great"
Money,positive,0.9659326076507568,"well, boa, bad, bank, great"
It needs more improvment,negative,0.998616099357605,"well, boa, bad, bank, great"
Hey Google,positive,0.9950044751167297,"well, boa, bad, bank, great"
Good app,positive,0.9998493194580078,"good, good app, app, good good, access account"
ab,positive,0.9603192806243896,"well, boa, bad, bank, great"
Ademtahir,positive,0.9930111765861511,"well, boa, bad, bank, great"
✌️✌️,negative,0.6970565915107727,"well, boa, bad, bank, great"
Please this app on my android phone,positive,0.6488659381866455,"app, work, app work, wor, wor app"
GOAT 🐐 🐐,negative,0.9337347149848938,"well, boa, bad, bank, great"
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",negative,0.9994460940361023,"app, work, app work, wor, wor app"
Fast and reliable,positive,0.9998595714569092,"well, boa, bad, bank, great"
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",negative,0.9998020529747009,"well, boa, bad, bank, great"
Very good,positive,0.9998520612716675,"good, good app, app, good good, access account"
One of the poorest mobile banking system,negative,0.9997566342353821,"well, boa, bad, bank, great"
❤❤❤❤❤❤,negative,0.6970565915107727,"well, boa, bad, bank, great"
Oene,positive,0.8278864026069641,"well, boa, bad, bank, great"
i find it interesting specially in reciept downloading,positive,0.9981314539909363,"well, boa, bad, bank, great"
it good,positive,0.9998427629470825,"good, good app, app, good good, access account"
"This app crashes everytime, please fix it",negative,0.9996472597122192,"app, work, app work, wor, wor app"
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,negative,0.9964038133621216,"app, work, app work, wor, wor app"
I need a support the app is not working,negative,0.9998034834861755,"app, work, app work, wor, wor app"
Bast bank of ethiopia,positive,0.9978061318397522,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
