review,rating,date,bank,source,sentiment_label,sentiment_score,sentiment_category
grateful app,5,2025-04-13,Combanketh,Google Play,POSITIVE,0.9998038411140442,positive
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Combanketh,Google Play,POSITIVE,0.9974650144577026,positive
everthing wellbeok,3,2025-04-13,Combanketh,Google Play,NEGATIVE,0.7055779695510864,negative
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Combanketh,Google Play,NEGATIVE,0.9963226318359375,negative
nice app 👌,5,2025-04-12,Combanketh,Google Play,POSITIVE,0.9996724128723145,positive
why did this app is not screenshot,5,2025-04-12,Combanketh,Google Play,NEGATIVE,0.9989493489265442,negative
it so good app,5,2025-04-12,Combanketh,Google Play,POSITIVE,0.999868631362915,positive
the best app,3,2025-04-12,Combanketh,Google Play,POSITIVE,0.9998469352722168,positive
جميل,5,2025-04-11,Combanketh,Google Play,POSITIVE,0.9271727204322815,positive
"less network, specially to make fee for utility purpose",1,2025-04-11,Combanketh,Google Play,NEGATIVE,0.994688868522644,negative
nice,5,2025-04-11,Combanketh,Google Play,POSITIVE,0.9998552799224854,positive
simply for used,4,2025-04-11,Combanketh,Google Play,NEGATIVE,0.9918004870414734,negative
wow keep up,5,2025-04-10,Combanketh,Google Play,POSITIVE,0.9998539686203003,positive
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Combanketh,Google Play,NEGATIVE,0.9934490323066711,negative
good one,5,2025-04-10,Combanketh,Google Play,POSITIVE,0.9998288154602051,positive
best app.,5,2025-04-10,Combanketh,Google Play,POSITIVE,0.999774158000946,positive
everything is easy thank you cebe,5,2025-04-10,Combanketh,Google Play,POSITIVE,0.9998396635055542,positive
ፈጣን ቀልጣፋ,5,2025-04-10,Combanketh,Google Play,NEGATIVE,0.7850590348243713,negative
good,5,2025-04-10,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
ok,5,2025-04-10,Combanketh,Google Play,POSITIVE,0.9997851252555847,positive
ጎበዝ,5,2025-04-09,Combanketh,Google Play,NEGATIVE,0.6970565915107727,negative
good app,5,2025-04-09,Combanketh,Google Play,POSITIVE,0.9998493194580078,positive
but this app says can't sync,5,2025-04-09,Combanketh,Google Play,NEGATIVE,0.9988365769386292,negative
waw,5,2025-04-09,Combanketh,Google Play,NEGATIVE,0.7346178889274597,negative
to slow,3,2025-04-09,Combanketh,Google Play,NEGATIVE,0.9994872808456421,negative
work on screen shot system,4,2025-04-08,Combanketh,Google Play,NEGATIVE,0.5902671217918396,neutral
very very nice aplication,1,2025-04-08,Combanketh,Google Play,POSITIVE,0.9998292922973633,positive
Good,5,2025-04-08,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
wonder full and it is easy to use,5,2025-04-08,Combanketh,Google Play,POSITIVE,0.9996142387390137,positive
easy and reliable,2,2025-04-08,Combanketh,Google Play,POSITIVE,0.9998584985733032,positive
good,5,2025-04-08,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
it is Very Useful app 👍,5,2025-04-07,Combanketh,Google Play,POSITIVE,0.994536280632019,positive
very good,5,2025-04-07,Combanketh,Google Play,POSITIVE,0.9998520612716675,positive
perfect app,5,2025-04-07,Combanketh,Google Play,POSITIVE,0.9998340606689453,positive
I like it.,5,2025-04-07,Combanketh,Google Play,POSITIVE,0.9998694658279419,positive
bugs,3,2025-04-07,Combanketh,Google Play,NEGATIVE,0.9988303780555725,negative
commerial Bank,5,2025-04-06,Combanketh,Google Play,NEGATIVE,0.6810258030891418,negative
Genat biru,2,2025-04-06,Combanketh,Google Play,NEGATIVE,0.966159999370575,negative
🙏,5,2025-04-06,Combanketh,Google Play,NEGATIVE,0.6970565915107727,negative
it is good but it doesn't allow screen shot,4,2025-04-06,Combanketh,Google Play,POSITIVE,0.6723125576972961,positive
the best one,5,2025-04-06,Combanketh,Google Play,POSITIVE,0.9998371601104736,positive
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Combanketh,Google Play,NEGATIVE,0.9967620372772217,negative
bring back the screenshot feature.,1,2025-04-05,Combanketh,Google Play,POSITIVE,0.9942916631698608,positive
Good!👍,3,2025-04-05,Combanketh,Google Play,POSITIVE,0.9998579025268555,positive
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Combanketh,Google Play,POSITIVE,0.9985142350196838,positive
good,5,2025-04-05,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Combanketh,Google Play,NEGATIVE,0.9551454782485962,negative
easy to use,5,2025-04-05,Combanketh,Google Play,POSITIVE,0.9988542795181274,positive
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Combanketh,Google Play,POSITIVE,0.9998189806938171,positive
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Combanketh,Google Play,NEGATIVE,0.881923258304596,negative
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Combanketh,Google Play,NEGATIVE,0.9973511695861816,negative
cool ❤,4,2025-04-04,Combanketh,Google Play,POSITIVE,0.9997991919517517,positive
Best app,5,2025-04-04,Combanketh,Google Play,POSITIVE,0.999686598777771,positive
great app,5,2025-04-03,Combanketh,Google Play,POSITIVE,0.999821126461029,positive
best banking App,4,2025-04-03,Combanketh,Google Play,POSITIVE,0.999736487865448,positive
satisfied,5,2025-04-03,Combanketh,Google Play,POSITIVE,0.9997212290763855,positive
this app is very necessary app many people found it,5,2025-04-03,Combanketh,Google Play,POSITIVE,0.9980692267417908,positive
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Combanketh,Google Play,POSITIVE,0.989459753036499,positive
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Combanketh,Google Play,POSITIVE,0.9997400641441345,positive
excellent,5,2025-04-03,Combanketh,Google Play,POSITIVE,0.9998434782028198,positive
perfect,5,2025-04-03,Combanketh,Google Play,POSITIVE,0.9998517036437988,positive
thankyou,5,2025-04-02,Combanketh,Google Play,POSITIVE,0.9998428821563721,positive
I Like it,5,2025-04-02,Combanketh,Google Play,POSITIVE,0.9998593330383301,positive
ok,5,2025-04-02,Combanketh,Google Play,POSITIVE,0.9997851252555847,positive
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Combanketh,Google Play,NEGATIVE,0.9986600875854492,negative
smart app,5,2025-04-02,Combanketh,Google Play,POSITIVE,0.999789297580719,positive
isin ga'a,2,2025-04-02,Combanketh,Google Play,POSITIVE,0.7607281804084778,positive
easy to use,5,2025-04-02,Combanketh,Google Play,POSITIVE,0.9988542795181274,positive
it's great,5,2025-04-02,Combanketh,Google Play,POSITIVE,0.9998691082000732,positive
very good app and stars faction with work,5,2025-04-02,Combanketh,Google Play,POSITIVE,0.9998588562011719,positive
It is excelent,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998881816864014,positive
Smart,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998456239700317,positive
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,Combanketh,Google Play,NEGATIVE,0.9570208191871643,negative
very interesting app,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9997968077659607,positive
i like it,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998593330383301,positive
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9985969662666321,positive
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Combanketh,Google Play,NEGATIVE,0.9510265588760376,negative
Excellent🙏app,5,2025-04-01,Combanketh,Google Play,NEGATIVE,0.6970565915107727,negative
the most useful,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9997223019599915,positive
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Combanketh,Google Play,POSITIVE,0.9787841439247131,positive
Easy to use,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9988542795181274,positive
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Combanketh,Google Play,NEGATIVE,0.9585953950881958,negative
Excellent !!!,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998651742935181,positive
always we relay on,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9971832633018494,positive
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9997507929801941,positive
it's need more improvement like Tellbirr.,4,2025-04-01,Combanketh,Google Play,NEGATIVE,0.999363124370575,negative
goode app,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9997406601905823,positive
a very nice app.👍👍👍,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998323917388916,positive
safe easy & fast,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9997115731239319,positive
perfect,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998517036437988,positive
it's good app,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998689889907837,positive
nice,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998552799224854,positive
good app,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998493194580078,positive
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Combanketh,Google Play,NEGATIVE,0.9958590865135193,negative
ጥሩ ነው,5,2025-04-01,Combanketh,Google Play,NEGATIVE,0.7850590348243713,negative
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,Combanketh,Google Play,NEGATIVE,0.8616330027580261,negative
good,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,Combanketh,Google Play,NEGATIVE,0.9528433680534363,negative
suitable app,4,2025-04-01,Combanketh,Google Play,POSITIVE,0.9997665286064148,positive
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,Combanketh,Google Play,NEGATIVE,0.9995038509368896,negative
Good,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
nice app,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998061060905457,positive
best transaction method of financial,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9995972514152527,positive
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9995881915092468,positive
It literarily don't work at all,4,2025-04-01,Combanketh,Google Play,NEGATIVE,0.9995075464248657,negative
good give us plus,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9998716115951538,positive
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,Combanketh,Google Play,POSITIVE,0.9895473718643188,positive
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,Combanketh,Google Play,NEGATIVE,0.9852171540260315,negative
Tnc Cbe,5,2025-04-01,Combanketh,Google Play,POSITIVE,0.9070308804512024,positive
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Combanketh,Google Play,NEGATIVE,0.9151973128318787,negative
great apps,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998534917831421,positive
Excellent,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998434782028198,positive
Great app!,4,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998462200164795,positive
nice,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998552799224854,positive
CBE,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9966009855270386,positive
very good 👍 👏,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998593330383301,positive
great when it works,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998693466186523,positive
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Combanketh,Google Play,NEGATIVE,0.981265127658844,negative
excellent match application,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998453855514526,positive
very good,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998520612716675,positive
best app,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.999686598777771,positive
The Best app😍😍😍,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998503923416138,positive
excellent app,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998356103897095,positive
easy to use and user friendly,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9979179501533508,positive
good,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998161196708679,positive
very nice,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998563528060913,positive
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Combanketh,Google Play,NEGATIVE,0.9200406670570374,negative
well software,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.999262273311615,positive
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Combanketh,Google Play,NEGATIVE,0.8832131028175354,negative
CBE very good apps,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998394250869751,positive
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9992094039916992,positive
excellent service,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998576641082764,positive
it's best,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.999842643737793,positive
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,Combanketh,Google Play,NEGATIVE,0.9976195693016052,negative
Amazing app,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998670816421509,positive
our legitimate bank,4,2025-03-31,Combanketh,Google Play,POSITIVE,0.9954161643981934,positive
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9952196478843689,positive
very good and safe for me!,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9998769760131836,positive
it is best bank,5,2025-03-31,Combanketh,Google Play,POSITIVE,0.9997767806053162,positive
"very good, but sometimes....",4,2025-03-31,Combanketh,Google Play,POSITIVE,0.9997310042381287,positive
it's not working,3,2025-06-05,boa,Google Play,NEGATIVE,0.9997857213020325,negative
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,boa,Google Play,NEGATIVE,0.9994151592254639,negative
exceptional,5,2025-06-03,boa,Google Play,POSITIVE,0.9998514652252197,positive
BoA Mobile good bank,5,2025-06-02,boa,Google Play,POSITIVE,0.9984728693962097,positive
this is worest app 24/7 loading,1,2025-06-01,boa,Google Play,NEGATIVE,0.9934743046760559,negative
This App is not interest for Android phone Please update it .,1,2025-06-01,boa,Google Play,NEGATIVE,0.9971383810043335,negative
BoA system is confartable,5,2025-06-01,boa,Google Play,NEGATIVE,0.9980142116546631,negative
very nice Abyssinia bank is choice all,5,2025-05-31,boa,Google Play,POSITIVE,0.9995830655097961,positive
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,boa,Google Play,NEGATIVE,0.9998049139976501,negative
Good service.,3,2025-05-25,boa,Google Play,POSITIVE,0.9998533725738525,positive
the app crush frequently,1,2025-05-24,boa,Google Play,NEGATIVE,0.998525083065033,negative
good,5,2025-05-22,boa,Google Play,POSITIVE,0.9998161196708679,positive
You guys keeps getting worst,1,2025-05-22,boa,Google Play,NEGATIVE,0.9997075200080872,negative
good,5,2025-05-21,boa,Google Play,POSITIVE,0.9998161196708679,positive
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,boa,Google Play,NEGATIVE,0.9990266561508179,negative
BoA,2,2025-05-20,boa,Google Play,NEGATIVE,0.7410542368888855,negative
good,5,2025-05-20,boa,Google Play,POSITIVE,0.9998161196708679,positive
but not opening on android,4,2025-05-19,boa,Google Play,NEGATIVE,0.9952228665351868,negative
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,boa,Google Play,NEGATIVE,0.9997984766960144,negative
amazing,5,2025-05-18,boa,Google Play,POSITIVE,0.999875545501709,positive
excellent app,4,2025-05-16,boa,Google Play,POSITIVE,0.9998356103897095,positive
excellent,5,2025-05-15,boa,Google Play,POSITIVE,0.9998434782028198,positive
ሞላዬ ከበደ,5,2025-05-14,boa,Google Play,NEGATIVE,0.7850590348243713,negative
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,boa,Google Play,NEGATIVE,0.9992283582687378,negative
nice,5,2025-05-10,boa,Google Play,POSITIVE,0.9998552799224854,positive
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,boa,Google Play,NEGATIVE,0.9994921684265137,negative
Best app,5,2025-05-09,boa,Google Play,POSITIVE,0.999686598777771,positive
liking this application good 👍,5,2025-05-07,boa,Google Play,POSITIVE,0.9996829032897949,positive
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,boa,Google Play,NEGATIVE,0.9989790916442871,negative
good,5,2025-05-06,boa,Google Play,POSITIVE,0.9998161196708679,positive
good,5,2025-05-02,boa,Google Play,POSITIVE,0.9998161196708679,positive
good,4,2025-04-30,boa,Google Play,POSITIVE,0.9998161196708679,positive
wow,5,2025-04-28,boa,Google Play,POSITIVE,0.999592125415802,positive
it's really good 👍,5,2025-04-23,boa,Google Play,POSITIVE,0.9998701810836792,positive
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,boa,Google Play,NEGATIVE,0.9995198249816895,negative
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,boa,Google Play,NEGATIVE,0.9997255206108093,negative
Best,2,2025-04-19,boa,Google Play,POSITIVE,0.9997941851615906,positive
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,boa,Google Play,NEGATIVE,0.9996699094772339,negative
yideg,1,2025-04-18,boa,Google Play,NEGATIVE,0.7675821781158447,negative
አይከፍትም እኮ,1,2025-04-17,boa,Google Play,NEGATIVE,0.7850590348243713,negative
great boa,5,2025-04-10,boa,Google Play,POSITIVE,0.9992689490318298,positive
Best,5,2025-04-10,boa,Google Play,POSITIVE,0.9997941851615906,positive
boa of mobile backing,5,2025-04-09,boa,Google Play,NEGATIVE,0.980626106262207,negative
nice,5,2025-04-09,boa,Google Play,POSITIVE,0.9998552799224854,positive
faster bank of Abissinya,5,2025-04-08,boa,Google Play,POSITIVE,0.9722142815589905,positive
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,boa,Google Play,NEGATIVE,0.9996716976165771,negative
it just doesn't work...so frustrating,1,2025-04-07,boa,Google Play,NEGATIVE,0.999774158000946,negative
like,5,2025-04-06,boa,Google Play,POSITIVE,0.9910564422607422,positive
it's not work correctly... you must have update it,1,2025-04-06,boa,Google Play,NEGATIVE,0.9998013377189636,negative
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,boa,Google Play,POSITIVE,0.9575353264808655,positive
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,boa,Google Play,NEGATIVE,0.5856854915618896,neutral
good but they don't update enough don't add new things,3,2025-04-04,boa,Google Play,NEGATIVE,0.9693678617477417,negative
very good,5,2025-04-03,boa,Google Play,POSITIVE,0.9998520612716675,positive
thank you,5,2025-04-02,boa,Google Play,POSITIVE,0.9998352527618408,positive
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,boa,Google Play,NEGATIVE,0.9990907907485962,negative
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,boa,Google Play,NEGATIVE,0.9973751306533813,negative
good application,5,2025-03-30,boa,Google Play,POSITIVE,0.999854564666748,positive
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,boa,Google Play,NEGATIVE,0.9995684027671814,negative
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,boa,Google Play,NEGATIVE,0.9996182918548584,negative
always problematic hardly works,1,2025-03-26,boa,Google Play,NEGATIVE,0.9995555281639099,negative
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,boa,Google Play,NEGATIVE,0.9997418522834778,negative
best app,5,2025-03-25,boa,Google Play,POSITIVE,0.999686598777771,positive
very good,5,2025-03-25,boa,Google Play,POSITIVE,0.9998520612716675,positive
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,boa,Google Play,NEGATIVE,0.9998050332069397,negative
great BoA,5,2025-03-22,boa,Google Play,POSITIVE,0.9992689490318298,positive
best,5,2025-03-21,boa,Google Play,POSITIVE,0.9997941851615906,positive
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,boa,Google Play,NEGATIVE,0.9988333582878113,negative
good,5,2025-03-21,boa,Google Play,POSITIVE,0.9998161196708679,positive
good,5,2025-03-19,boa,Google Play,POSITIVE,0.9998161196708679,positive
there is no speed,1,2025-03-19,boa,Google Play,NEGATIVE,0.9994422793388367,negative
"For anyone who wants to download it, just don't!!!",1,2025-03-19,boa,Google Play,NEGATIVE,0.9993981122970581,negative
wonderful,5,2025-03-19,boa,Google Play,POSITIVE,0.9998772144317627,positive
all worck,5,2025-03-19,boa,Google Play,NEGATIVE,0.9971314668655396,negative
Best app,5,2025-03-17,boa,Google Play,POSITIVE,0.999686598777771,positive
Loved it,5,2025-03-14,boa,Google Play,POSITIVE,0.9998797178268433,positive
Wow,1,2025-03-14,boa,Google Play,POSITIVE,0.999592125415802,positive
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,boa,Google Play,NEGATIVE,0.9985970854759216,negative
Improved to be the best,5,2025-03-11,boa,Google Play,POSITIVE,0.9998570680618286,positive
BoA,5,2025-03-11,boa,Google Play,NEGATIVE,0.7410542368888855,negative
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,boa,Google Play,NEGATIVE,0.9974843263626099,negative
BoA Greqt Ethiopian bank.,5,2025-03-11,boa,Google Play,NEGATIVE,0.8457716703414917,negative
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,boa,Google Play,NEGATIVE,0.9994600415229797,negative
Almost better compared to cbe where it is not qualified for,4,2025-03-09,boa,Google Play,NEGATIVE,0.9741679430007935,negative
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,boa,Google Play,POSITIVE,0.9998214840888977,positive
Wonderfull app,5,2025-03-08,boa,Google Play,POSITIVE,0.9998815059661865,positive
i can't use this app why?,5,2025-03-07,boa,Google Play,NEGATIVE,0.9993101358413696,negative
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,boa,Google Play,NEGATIVE,0.9997013211250305,negative
Wow,4,2025-03-05,boa,Google Play,POSITIVE,0.999592125415802,positive
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,boa,Google Play,NEGATIVE,0.9998133778572083,negative
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,boa,Google Play,NEGATIVE,0.9959415793418884,negative
Good app,5,2025-03-03,boa,Google Play,POSITIVE,0.9998493194580078,positive
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,boa,Google Play,NEGATIVE,0.9916398525238037,negative
It has good features but sometimes it doesn't work...0,1,2025-03-02,boa,Google Play,NEGATIVE,0.9956711530685425,negative
Very poor proformance,1,2025-03-01,boa,Google Play,NEGATIVE,0.9998043179512024,negative
It's not opening. Really frustrating,1,2025-03-01,boa,Google Play,NEGATIVE,0.9997020363807678,negative
Verry Amazing App from all IB,5,2025-03-01,boa,Google Play,POSITIVE,0.9997394680976868,positive
Not working on this days,1,2025-02-26,boa,Google Play,NEGATIVE,0.9972773194313049,negative
Thank you BoA,5,2025-02-23,boa,Google Play,POSITIVE,0.9998399019241333,positive
best banking app in the wworld,5,2025-02-22,boa,Google Play,POSITIVE,0.999572217464447,positive
Nice app and it's easy to use,5,2025-02-21,boa,Google Play,POSITIVE,0.999751627445221,positive
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,boa,Google Play,NEGATIVE,0.9992678761482239,negative
This is help full i like ittttt,5,2025-02-14,boa,Google Play,POSITIVE,0.9977995753288269,positive
The is not functional at all?,2,2025-02-12,boa,Google Play,NEGATIVE,0.9997331500053406,negative
Best bank,5,2025-02-08,boa,Google Play,POSITIVE,0.9997438788414001,positive
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,boa,Google Play,POSITIVE,0.9997236132621765,positive
good,5,2025-02-05,boa,Google Play,POSITIVE,0.9998161196708679,positive
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,boa,Google Play,NEGATIVE,0.6970565915107727,negative
I have been using this app for two years.It is amazing.,5,2025-02-01,boa,Google Play,POSITIVE,0.9998595714569092,positive
Good 👍,5,2025-01-31,boa,Google Play,POSITIVE,0.9998576641082764,positive
Sad experience,1,2025-01-30,boa,Google Play,NEGATIVE,0.9990687966346741,negative
Always do update and that is annoying,3,2025-01-27,boa,Google Play,NEGATIVE,0.9994439482688904,negative
"Best app, somehow waiting a few minutes",5,2025-01-23,boa,Google Play,NEGATIVE,0.6387038230895996,negative
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,boa,Google Play,NEGATIVE,0.9946038126945496,negative
Whenever I try to sign in app close please fixed it out,2,2025-01-21,boa,Google Play,NEGATIVE,0.9976609945297241,negative
